ID	Title	URL	Topic	Year	Instructor	Venue
1157	Syntactic Parsing	https://www.cs.utexas.edu/~mooney/cs388/slides/syntax.ppt	1093	2017s	Raymond J. Mooney	The University of Texas at Austin
1158	Semantic Role Labeling	https://www.cs.utexas.edu/~mooney/cs388/slides/srl.ppt	1220	2017s	Raymond J. Mooney	The University of Texas at Austin
1159	vector-space (distributional) lexical semantics	https://www.cs.utexas.edu/~mooney/cs388/slides/vector-semantics.pptx	1023	2017s	Raymond J. Mooney	The University of Texas at Austin
1160	Part-Of-Speech Tagging Sequence Labeling and Hidden Markov	https://www.cs.utexas.edu/~mooney/cs388/slides/pos-tagging.ppt	1017	2017s	Raymond J. Mooney	The University of Texas at Austin
1161	Story Understanding	https://www.cs.utexas.edu/~mooney/cs388/slides/story.ppt	1281	2017s	Raymond J. Mooney	The University of Texas at Austin
1162	Text Clustering	https://www.cs.utexas.edu/~mooney/cs388/slides/TextClustering.ppt	1167	2017s	Raymond J. Mooney	The University of Texas at Austin
1163	Probabilistic Context Free Grammar (PCFG)	https://www.cs.utexas.edu/~mooney/cs388/slides/stats-parsing.ppt	1098	2017s	Raymond J. Mooney	The University of Texas at Austin
1164	Discriminative Training and Conditional Random Fields (CRFs)	https://www.cs.utexas.edu/~mooney/cs388/slides/crf.ppt	1091	2017s	Raymond J. Mooney	The University of Texas at Austin
1165	Information Extraction	https://www.cs.utexas.edu/~mooney/cs388/slides/ie.ppt	1089	2017s	Raymond J. Mooney	The University of Texas at Austin
1166	N-Gram Language Models	https://www.cs.utexas.edu/~mooney/cs388/slides/ngrams.ppt	1081	2017s	Raymond J. Mooney	The University of Texas at Austin
1167	N-Gram Model Formulas	https://www.cs.utexas.edu/~mooney/cs388/slides/equation-sheet.ppt	1081	2017s	Raymond J. Mooney	The University of Texas at Austin
1168	Text Categorization	https://www.cs.utexas.edu/~mooney/cs388/slides/TextCategorization.pptx	1153	2017s	Raymond J. Mooney	The University of Texas at Austin
1169	Word Sense Disambiguation	https://www.cs.utexas.edu/~mooney/cs388/slides/wsd.ppt	1124	2017s	Raymond J. Mooney	The University of Texas at Austin
1170	Empirical Methods in Natural Language Processing Lecture 13	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp13.pdf	1140	2008s	Philipp Koehn	The University of Edinburgh
1171	Empirical Method in Natural Language Processing Tagging (I): Part-of-speech tagging with HMM	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp05.pdf	1016	2008s	Philipp Koehn	The University of Edinburgh
1172	Data Intensive Linguistics Lecture 16	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp16.pdf	1012	2008s	Philipp Koehn	The University of Edinburgh
1173	Empirical Methods in Natural Language Processing Lecture 19	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp19.pdf	1144	2008s	Philipp Koehn	The University of Edinburgh
1174	Empirical Methods in Natural Language Processing Lecture 14	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp14.pdf	1143	2008s	Philipp Koehn	The University of Edinburgh
1175	Empirical Methods in Natural Language Processing Lecture 12	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp12.pdf	1167	2008s	Philipp Koehn	The University of Edinburgh
1176	Empirical Methods in Natural Language Processing Language Modeling (II): Smoothing and Back-O	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp04.pdf	1082	2008s	Philipp Koehn	The University of Edinburgh
1177	Empirical Methods in Natural Language Processing Lecture 9	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp09.pdf	1093	2008s	Philipp Koehn	The University of Edinburgh
1178	Empirical Methods in Natural Language Processing Lecture 1	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp01.pdf	1058	2008s	Philipp Koehn	The University of Edinburgh
1179	Empirical Methods in Natural Language Processing Lecture 11	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp11.pdf	1030	2008s	Philipp Koehn	The University of Edinburgh
1180	Empirical Methods in Natural Language Processing Lecture 15	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp15.pdf	1070	2008s	Philipp Koehn	The University of Edinburgh
1181	Empirical Methods in Natural Language Processing Lecture 10	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp10.pdf	1099	2008s	Philipp Koehn	The University of Edinburgh
1182	Empirical Methods in Natural Language Processing Lecture 6	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp06.pdf	1017	2008s	Philipp Koehn	The University of Edinburgh
1183	Empirical Methods in Natural Language Processing Language Modeling (I): From counts to smoothing	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp03.pdf	1081	2008s	Philipp Koehn	The University of Edinburgh
1184	Empirical Methods in Natural Language Processing Lecture 8	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp08.pdf	1017	2008s	Philipp Koehn	The University of Edinburgh
1185	Data Intensive Linguistics Lecture 17	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp17.pdf	1556	2008s	Philipp Koehn	The University of Edinburgh
1186	Empirical Methods in Natural Language Processing Lecture 2	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp02.pdf	1058	2008s	Philipp Koehn	The University of Edinburgh
1187	Assignment: Named Entity Recognition	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp07.pdf	1089	2008s	Philipp Koehn	The University of Edinburgh
1188	Lecture 12:  Syntax and Parsing	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/12.pdf	1092	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1189	Lecture 14: Introduction to Computational Semantics	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/14.pdf	1218	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1190	Lecture 13: Dependency Syntax/Parsing & Review for Midterm	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/13.pdf	1281	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1191	Lecture 10: Neural Networks for NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/10.pdf	1181	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1192	Lecture 8: Inference in Structured Prediction 	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/8.pdf	1321	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1193	Lecture 11: Recurrent and Convolutional Neural Networks in NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/11.pdf	1190	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1194	Lecture 5: Word Vectors	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/5.pdf	1186	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1195	Lecture 2: Text Classification	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/2.pdf	1153	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1196	Lecture 15: Introduction to Machine Translation	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/15.pdf	1148	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1197	Lecture 9: Sequence Models	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/9.pdf	1016	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1198	Lecture 16: Machine Translation and other NLP Applications	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/16.pdf	1143	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1199	Lecture 4: Lexical Semantics	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/4.pdf	1022	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1200	Lecture 1: Introduction	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/1.pdf	1023	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1201	Lecture 3: Words	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/3.pdf	1186	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1202	Lecture 7: Sequence Models	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/7.pdf	1081	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1203	Lecture 6: Language Modeling	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/6.pdf	1081	2016w	Kevin Gimpel	Toyota Technological Institute at Chicago
1204	Natural Language Processing (CSEP 517): Distributional Semantics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture8a.pdf	1024	2017s	Noah Smith	University of Washington
1205	Natural Language Processing (CSEP 517): Predicate-Argument and Compositional Semantics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture7.pdf	1024	2017s	Noah Smith	University of Washington
1206	Natural Language Processing (CSEP 517): Language Models, Continued	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture2.pdf	1081	2017s	Noah Smith	University of Washington
1207	Natural Language Processing (CSEP 517): Computational Pragmatics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture9a.pdf	1003	2017s	Noah Smith	University of Washington
1208	Natural Language Processing (CSEP 517): Text Classication	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture3.pdf	1153	2017s	Noah Smith	University of Washington
1209	Natural Language Processing (CSEP 517): Phrase Structure Syntax and Parsing	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture5.pdf	1093	2017s	Noah Smith	University of Washington
1210	Natural Language Processing (CSEP 517): Machine Translation	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture8b.pdf	1143	2017s	Noah Smith	University of Washington
1211	Natural Language Processing (CSEP 517): Dependency Syntax and Parsing	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture6.pdf	1282	2017s	Noah Smith	University of Washington
1212	Natural Language Processing (CSEP 517): Introduction & Language Models	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture1.pdf	1081	2017s	Noah Smith	University of Washington
1213	Natural Language Processing (CSEP 517): Sequence Models	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture4.pdf	1086	2017s	Noah Smith	University of Washington
1214	Natural Language Processing (CSEP 517): Machine Translation (Continued),	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture9b.pdf	1143	2017s	Noah Smith	University of Washington
1215	CS11-747 Neural Networks for NLP Reinforcement Learning for NLP	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-16-rl.pdf	1336	2017	Graham Neubig	Carnegie Mellon University
1216	CS11-747 Neural Networks for NLP Conditioned Generation Graham Neubig	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-08-condlm.pdf	1070	2017	Graham Neubig	Carnegie Mellon University
1217	CS11-747 Neural Networks for NLP Convolutional Networks	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-05-cnn.pdf	1193	2017	Graham Neubig	Carnegie Mellon University
1218	CS11-747 Neural Networks for NLP Recurrent Neural Networks	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-06-rnn.pdf	1190	2017	Graham Neubig	Carnegie Mellon University
1219	CS11-747 Neural Networks for NLP Structured Prediction with Local Dependencies	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-11-crf.pdf	1321	2017	Graham Neubig	Carnegie Mellon University
1220	CS11-747 Neural Networks for NLP Models of Words	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-03-wordemb.pdf	1186	2017	Graham Neubig	Carnegie Mellon University
1221	CS11-747 Neural Networks for NLP Multi-task, Multi-lingual	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-25-multitask.pdf	1181	2017	Graham Neubig	Carnegie Mellon University
1222	CS11-747 Neural Networks for NLP Unsupervised and Semi-supervised	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-18-unsup.pdf	1181	2017	Graham Neubig	Carnegie Mellon University
1223	CS11-747 Neural Networks for NLP Using/Evaluating Sentence	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-07-sentrep.pdf	1117	2017	Graham Neubig	Carnegie Mellon University
1224	CS11-747 Neural Networks for NLP  Advanced Search Algorithms	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-24-search.pdf	1303	2017	Graham Neubig	Carnegie Mellon University
1225	CS11-747 Neural Networks for NLP Models of Dialog and	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-20-dialog.pdf	1200	2017	Graham Neubig	Carnegie Mellon University
1226	CS11-747 Neural Networks for NLP Neural Semantic Parsing	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-14-semanticparsing.pdf	1218	2017	Graham Neubig	Carnegie Mellon University
1227	CS11-747 Neural Networks for NLP Debugging Neural Networks for NLP	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-23-debugging.pdf	1181	2017	Graham Neubig	Carnegie Mellon University
1228	CS11-747 Neural Networks for NLP Why is word2vec so fast? Efciency tricks for neural nets	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-04-efficiency.pdf	1186	2017	Graham Neubig	Carnegie Mellon University
1229	CS11-747 Neural Networks for NLP Intro	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-01-intro.pdf	1000	2017	Graham Neubig	Carnegie Mellon University
1230	CS11-747 Neural Networks for NLP Learning From/For Knowledge Bases	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-21-kb.pdf	1028	2017	Graham Neubig	Carnegie Mellon University
1231	CS11-747 Neural Networks for NLP Attention	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-09-attention.pdf	1194	2017	Graham Neubig	Carnegie Mellon University
1232	CS11-747 Neural Networks for NLP A Simple Exercise:Predicting the Next Word	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-02-lm.pdf	1153	2017	Graham Neubig	Carnegie Mellon University
1233	CS11-747 Neural Networks for NLP Structured Prediction Basics	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-10-structure.pdf	1321	2017	Graham Neubig	Carnegie Mellon University
1234	CS11-747 Neural Networks for NLP Models w/ Latent Random	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-15-latent.pdf	1178	2017	Graham Neubig	Carnegie Mellon University
1235	CS11-747 Neural Networks for NLP Document Level	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-19-document.pdf	1140	2017	Graham Neubig	Carnegie Mellon University
1236	CS11-747 Neural Networks for NLP Parsing with Dynamic Programming	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-13-dpparsing.pdf	1282	2017	Graham Neubig	Carnegie Mellon University
1237	CS11-747 Neural Networks for NLP Adversarial Methods Zihang Dai & Qizhe Xie	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-17-adversarial.pdf	1306	2017	Graham Neubig	Carnegie Mellon University
1238	Computing with a Thesaurus	https://web.stanford.edu/~jurafsky/slp3/slides/Chapter18_introandsimilarity.pdf	1112	2017	Dan Jurafsky	Stanford University
1239	Vector Semantics Dense Vectors	https://web.stanford.edu/~jurafsky/slp3/slides/vector2.pdf	1186	2017	Dan Jurafsky	Stanford University
1240	Word Sense Disambiguation	https://web.stanford.edu/~jurafsky/slp3/slides/Chapter18.wsd.pdf	1124	2017	Dan Jurafsky	Stanford University
1241	Basic Text Processing Regular Expressions	https://web.stanford.edu/~jurafsky/slp3/slides/2_TextProc.pdf	1074	2017	Dan Jurafsky	Stanford University
1242	Text Classification and Nave Bayes The Task of Text Classification	https://web.stanford.edu/~jurafsky/slp3/slides/7_NB.pdf	1155	2017	Dan Jurafsky	Stanford University
1243	Computing with Affective Lexicons Affective, Sentimental,	https://web.stanford.edu/~jurafsky/slp3/slides/21_SentLex.pdf	1123	2017	Dan Jurafsky	Stanford University
1244	Spelling Correction and the Noisy	https://web.stanford.edu/~jurafsky/slp3/slides/6_Spell.pdf	1084	2017	Dan Jurafsky	Stanford University
1245	Selectional Restrictions	https://web.stanford.edu/~jurafsky/slp3/slides/22_select.pdf	1121	2017	Dan Jurafsky	Stanford University
1246	Sentiment Analysis What is Sentiment	https://web.stanford.edu/~jurafsky/slp3/slides/7_Sent.pdf	1122	2017	Dan Jurafsky	Stanford University
1247	Language Modeling Introduction to N-grams	https://web.stanford.edu/~jurafsky/slp3/slides/LM_4.pdf	1081	2017	Dan Jurafsky	Stanford University
1248	Semantic Role Labeling	https://web.stanford.edu/~jurafsky/slp3/slides/22_SRL.pdf	1220	2017	Dan Jurafsky	Stanford University
1249	Minimum Edit Distance	https://web.stanford.edu/~jurafsky/slp3/slides/2_EditDistance.pdf	1110	2017	Dan Jurafsky	Stanford University
1250	Vector Semantics	https://web.stanford.edu/~jurafsky/slp3/slides/vector1.pdf	1186	2017	Dan Jurafsky	Stanford University
1251	Phonology and speech applications with weighted automata	http://verbs.colorado.edu/~mpalmer/CSCI5832/slides/lecture_11_Phonology_Mans.pdf	1111	2015s	Susan W. Brown	The University of Colorado Boulder
1252	Finite state morphology and phonology	http://verbs.colorado.edu/~mpalmer/CSCI5832/slides/lecture_03_morph_FSTs.pdf	1076	2015s	Susan W. Brown	The University of Colorado Boulder
1253	Predicate Logic and Proposition Bank	http://verbs.colorado.edu/~mpalmer/CSCI5832/slides/lecture_20_pred_logic_propbank.pdf	1121	2015s	Susan W. Brown	The University of Colorado Boulder
1254	Natural Language Processing Lecture 1	http://verbs.colorado.edu/~mpalmer/CSCI5832/slides/lecture_01.pdf	1067	2015s	Susan W. Brown	The University of Colorado Boulder
